"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2026-04-08 a las 23:22:14 (tiempo del centro de Mexico)."
"Sismicidad del 1990-01-01 al 2024-12-31, todas las magnitudes, todas las profundidades, en Ciudad de Mexico."
"Total: 438 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2024-02-16,11:36:00,1.4,19.3725,-99.2133,0.9,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-02-16,17:36:00,revisado
2024-02-16,11:40:12,1.2,19.3803,-99.2053,1.0,"2 km al SUR de V ALVARO OBREGON, CDMX",2024-02-16,17:40:12,revisado
2024-02-17,09:29:45,2.0,19.3698,-99.2137,1.0,"4 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-02-17,15:29:45,revisado
2024-02-20,04:07:36,1.4,19.3797,-99.2157,0.4,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-02-20,10:07:36,revisado
2024-02-21,11:11:19,1.0,19.376,-99.209,1.0,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-02-21,17:11:19,revisado
2024-02-25,03:37:47,1.9,19.377,-99.203,0.7,"3 km al SUR de V ALVARO OBREGON, CDMX",2024-02-25,09:37:47,revisado
2024-02-26,08:21:04,1.5,19.3765,-99.2035,1.0,"3 km al SUR de V ALVARO OBREGON, CDMX",2024-02-26,14:21:04,revisado
2024-03-15,03:54:27,1.3,19.3812,-99.21,0.6,"2 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-03-15,09:54:27,revisado
2024-03-18,04:41:59,1.8,19.321,-99.008,7.0,"5 km al NORESTE de TLAHUAC, CDMX",2024-03-18,10:41:59,revisado
2024-03-20,19:01:25,3.4,19.1643,-98.9487,5.0,"7 km al SUR de S ANDRES MIXQUIC, CDMX",2024-03-21,01:01:25,revisado
2024-03-26,20:16:12,1.9,19.4023,-99.1788,0.5,"1 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-03-27,02:16:12,revisado
2024-04-16,18:38:07,1.0,19.379,-99.191,0.5,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2024-04-17,00:38:07,revisado
2024-05-23,02:45:34,1.5,19.3795,-99.1855,0.6,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2024-05-23,08:45:34,revisado
2024-05-29,18:46:27,1.3,19.379,-99.191,1.0,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2024-05-30,00:46:27,revisado
2024-06-05,20:45:48,1.7,19.3328,-99.0497,1.0,"3 km al NORTE de TLAHUAC, CDMX",2024-06-06,02:45:48,revisado
2024-06-06,17:14:53,2.2,19.3575,-99.076,4.0,"2 km al ESTE de IZTAPALAPA, CDMX",2024-06-06,23:14:53,revisado
2024-06-17,22:41:52,2.1,19.149,-98.9455,5.8,"9 km al SUR de S ANDRES MIXQUIC, CDMX",2024-06-18,04:41:52,revisado
2024-06-27,10:53:22,1.5,19.437,-99.219,1.0,"4 km al NOROESTE de MIGUEL HIDALGO, CDMX",2024-06-27,16:53:22,revisado
2024-07-28,23:36:43,2.0,19.399,-99.2218,1.4,"2 km al OESTE de V ALVARO OBREGON, CDMX",2024-07-29,05:36:43,revisado
2024-09-02,22:42:47,2.3,19.3857,-99.1582,0.5,"2 km al SUR de BENITO JUAREZ, CDMX",2024-09-03,04:42:47,revisado
2024-09-03,00:13:18,1.7,19.3958,-99.1657,1.0,"1 km al SUROESTE de BENITO JUAREZ, CDMX",2024-09-03,06:13:18,revisado
2024-09-03,00:19:03,1.5,19.3912,-99.1745,1.0,"2 km al SUROESTE de BENITO JUAREZ, CDMX",2024-09-03,06:19:03,revisado
2024-09-05,20:49:09,2.3,19.39,-99.1913,1.0,"1 km al SURESTE de V ALVARO OBREGON, CDMX",2024-09-06,02:49:09,revisado
2024-09-06,01:41:07,1.9,19.3807,-99.1735,1.0,"3 km al SUROESTE de BENITO JUAREZ, CDMX",2024-09-06,07:41:07,revisado
2024-09-06,22:54:55,1.8,19.3742,-99.1702,1.0,"3 km al NOROESTE de COYOACAN, CDMX",2024-09-07,04:54:55,revisado
2024-09-06,23:46:46,1.7,19.3822,-99.1687,1.0,"2 km al SUROESTE de BENITO JUAREZ, CDMX",2024-09-07,05:46:46,revisado
2024-09-13,22:13:33,1.8,19.471,-99.1822,1.5,"1 km al SUR de AZCAPOTZALCO, CDMX",2024-09-14,04:13:33,revisado
2024-09-16,12:55:42,2.0,19.3977,-99.1792,1.0,"2 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-16,18:55:42,revisado
2024-09-17,12:54:07,1.7,19.3705,-99.2232,1.0,"4 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-09-17,18:54:07,revisado
2024-09-18,02:01:25,2.0,19.374,-99.2118,1.9,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-09-18,08:01:25,revisado
2024-09-26,00:39:05,2.5,19.385,-99.182,1.8,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2024-09-26,06:39:05,revisado
2024-09-26,05:13:16,2.1,19.39,-99.184,1.5,"2 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-26,11:13:16,revisado
2024-09-26,05:21:31,1.1,19.405,-99.186,1.2,"1 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-26,11:21:31,revisado
2024-09-26,05:31:05,1.0,19.419,-99.167,1.0,"2 km al NOROESTE de BENITO JUAREZ, CDMX",2024-09-26,11:31:05,revisado
2024-09-26,05:39:14,1.5,19.395,-99.187,1.4,"1 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-26,11:39:14,revisado
2024-09-26,10:26:33,2.7,19.383,-99.1775,1.1,"3 km al SUROESTE de BENITO JUAREZ, CDMX",2024-09-26,16:26:33,revisado
2024-09-26,10:59:09,0.8,19.386,-99.18,0.5,"3 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-26,16:59:09,revisado
2024-09-26,11:17:14,1.0,19.386,-99.18,1.0,"3 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-26,17:17:14,revisado
2024-09-26,11:38:00,1.4,19.386,-99.18,1.0,"3 km al SURESTE de MIGUEL HIDALGO, CDMX",2024-09-26,17:38:00,revisado
2024-09-26,11:41:48,2.0,19.409,-99.168,1.0,"1 km al NOROESTE de BENITO JUAREZ, CDMX",2024-09-26,17:41:48,revisado
2024-09-26,12:03:03,1.0,19.403,-99.171,1.0,"1 km al OESTE de BENITO JUAREZ, CDMX",2024-09-26,18:03:03,revisado
2024-09-26,13:45:34,0.9,19.403,-99.171,1.0,"1 km al OESTE de BENITO JUAREZ, CDMX",2024-09-26,19:45:34,revisado
2024-09-26,14:31:21,1.3,19.408,-99.174,1.0,"2 km al NOROESTE de BENITO JUAREZ, CDMX",2024-09-26,20:31:21,revisado
2024-09-26,18:29:46,1.4,19.389,-99.196,1.0,"1 km al SURESTE de V ALVARO OBREGON, CDMX",2024-09-27,00:29:46,revisado
2024-09-26,19:51:50,1.6,19.387,-99.186,1.1,"2 km al SURESTE de V ALVARO OBREGON, CDMX",2024-09-27,01:51:50,revisado
2024-09-26,20:00:26,1.0,19.403,-99.171,1.0,"1 km al OESTE de BENITO JUAREZ, CDMX",2024-09-27,02:00:26,revisado
2024-09-26,23:16:49,1.4,19.391,-99.197,1.0,"1 km al SURESTE de V ALVARO OBREGON, CDMX",2024-09-27,05:16:49,revisado
2024-09-26,23:30:59,2.7,19.42,-99.149,1.1,"2 km al NORESTE de BENITO JUAREZ, CDMX",2024-09-27,05:30:59,revisado
2024-09-26,23:57:05,1.2,19.383,-99.184,1.6,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2024-09-27,05:57:05,revisado
2024-09-27,00:29:38,1.6,19.368,-99.2,0.9,"4 km al SUR de V ALVARO OBREGON, CDMX",2024-09-27,06:29:38,revisado
2024-09-27,03:57:35,2.5,19.384,-99.2,1.6,"2 km al SUR de V ALVARO OBREGON, CDMX",2024-09-27,09:57:35,revisado
2024-09-27,13:47:00,1.4,19.417,-99.166,1.3,"2 km al NOROESTE de BENITO JUAREZ, CDMX",2024-09-27,19:47:00,revisado
2024-09-27,17:51:43,2.0,19.379,-99.199,1.3,"2 km al SUR de V ALVARO OBREGON, CDMX",2024-09-27,23:51:43,revisado
2024-09-27,20:43:56,1.9,19.382,-99.198,1.0,"2 km al SUR de V ALVARO OBREGON, CDMX",2024-09-28,02:43:56,revisado
2024-10-07,15:41:11,2.0,19.379,-99.184,1.3,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2024-10-07,21:41:11,revisado
2024-10-11,01:21:14,2.4,19.17,-99.0483,7.5,"3 km al SURESTE de S PABLO OZTOTEPEC, CDMX",2024-10-11,07:21:14,revisado
2024-10-13,20:13:19,2.2,19.246,-99.1287,1.0,"3 km al SURESTE de XOCHIMILCO, CDMX",2024-10-14,02:13:19,revisado
2024-10-13,21:44:47,1.5,19.1997,-99.2123,4.0,"2 km al SUROESTE de S MIGUEL AJUSCO, CDMX",2024-10-14,03:44:47,revisado
2024-10-14,10:25:00,1.2,19.2053,-99.2042,5.0,"1 km al SUR de S MIGUEL AJUSCO, CDMX",2024-10-14,16:25:00,revisado
2024-10-15,04:15:53,2.2,19.2097,-99.218,6.0,"2 km al SUROESTE de S MIGUEL AJUSCO, CDMX",2024-10-15,10:15:53,revisado
2024-10-15,07:06:51,1.0,19.1913,-99.2435,7.0,"5 km al SUROESTE de S MIGUEL AJUSCO, CDMX",2024-10-15,13:06:51,revisado
2024-10-20,04:33:50,2.5,19.4458,-99.1432,1.0,"menos de 1 km al NORESTE de CUAUHTEMOC, CDMX",2024-10-20,10:33:50,revisado
2024-10-21,02:32:03,1.5,19.2753,-99.2157,2.3,"4 km al SUR de TLALPAN, CDMX",2024-10-21,08:32:03,revisado
2024-10-21,08:37:30,1.5,19.2185,-99.2125,4.0,"1 km al OESTE de S MIGUEL AJUSCO, CDMX",2024-10-21,14:37:30,revisado
2024-10-21,11:11:43,1.7,19.2143,-99.2017,3.0,"menos de 1 km al SURESTE de S MIGUEL AJUSCO, CDMX",2024-10-21,17:11:43,revisado
2024-10-23,11:53:31,1.4,19.423,-99.204,0.8,"2 km al NOROESTE de MIGUEL HIDALGO, CDMX",2024-10-23,17:53:31,revisado
2024-11-02,03:03:02,2.2,19.3518,-99.0857,2.0,"1 km al SURESTE de IZTAPALAPA, CDMX",2024-11-02,09:03:02,revisado
2024-11-02,03:04:45,1.8,19.342,-99.093,2.0,"2 km al SUR de IZTAPALAPA, CDMX",2024-11-02,09:04:45,revisado
2024-11-17,15:01:11,1.7,19.3775,-99.2178,3.0,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-11-17,21:01:11,revisado
2024-11-18,00:10:05,1.6,19.3883,-99.2223,3.9,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-11-18,06:10:05,revisado
2024-11-18,21:22:49,2.2,19.4757,-99.2002,1.7,"2 km al SUROESTE de AZCAPOTZALCO, CDMX",2024-11-19,03:22:49,revisado
2024-11-19,05:05:59,1.6,19.3818,-99.2172,1.9,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-11-19,11:05:59,revisado
2024-11-19,05:07:44,1.9,19.3835,-99.221,1.4,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-11-19,11:07:44,revisado
2024-11-19,08:16:57,1.4,19.3508,-99.1302,2.5,"3 km al ESTE de COYOACAN, CDMX",2024-11-19,14:16:57,revisado
2024-11-20,23:43:34,1.9,19.3727,-99.2122,0.6,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2024-11-21,05:43:34,revisado
2024-11-22,22:58:52,1.9,19.398,-99.163,1.7,"1 km al SUROESTE de BENITO JUAREZ, CDMX",2024-11-23,04:58:52,revisado
2024-11-24,04:41:32,1.5,19.388,-99.161,1.0,"2 km al SUR de BENITO JUAREZ, CDMX",2024-11-24,10:41:32,revisado
2024-11-24,04:42:00,2.3,19.383,-99.164,1.6,"2 km al SUROESTE de BENITO JUAREZ, CDMX",2024-11-24,10:42:00,revisado
2024-11-24,06:10:55,1.9,19.3858,-99.1625,1.4,"2 km al SUR de BENITO JUAREZ, CDMX",2024-11-24,12:10:55,revisado
2024-12-15,10:24:23,2.2,19.397,-99.155,1.6,"1 km al SURESTE de BENITO JUAREZ, CDMX",2024-12-15,16:24:23,revisado
2024-12-15,11:02:09,1.3,19.368,-99.154,0.9,"2 km al NORESTE de COYOACAN, CDMX",2024-12-15,17:02:09,revisado
"Fecha y hora local en tiempo del centro de Mexico. Coordenadas geograficas (latitud y longitud) del epicentro en grados decimales. Profundidad en kilometros."
"La localizacion es solo una referencia a una localidad importante en cuanto a numero de habitantes y cercana al epicentro."
"Los registros con estatus verificado son los calculados y publicados de manera oportuna por al menos un analista de sismogramas."
"Los registros obtienen estatus revisado cuando se realiza un analisis, de ser posible, con mas y mejores datos para el calculo de parametros y cuyo tiempo de publicacion es variable."
"Esta informacion puede ser reproducida con fines no lucrativos siempre y cuando se mencione como fuente al Servicio Sismologico Nacional. De otra forma, requiere permiso previo por escrito de la institucion."
"Consulta nuestro Aviso Legal y Terminos de Uso en: www.ssn.unam.mx/aviso-legal"
"www.ssn.unam.mx | contacto@sismologico.unam.mx | 5622 2222 ext. 38706 (reportes de sismicidad), 38700 y 38701 (area administrativa)."
